"score","text"
1," bless u for this rand paul gopdeb"
0,"i suspect if i watch the gopdeb i would need to keep a bucket handi i saw the trump clip and threw up in my mouth within sec"
1," just watch the gopdeb he got a good laugh uniteblu libcrib tyt tcot topprog p tntweeter"
0," megyn tri to stump the trump and got burn trump gopdeb"
0,"last night gopdeb had talk of god and gay but what about the gun the onli live that seem to matter to that bunch is the unborn"
1,"imagin a trump administr deal with a usrussia crisi wwiii gopdeb"
1," my friend yearold thought on donald trump are hilari uniteblu gopdeb"
0,"problem with gopdeb too mani candid no one got enough time to answer all import question cant wait for the herd to thin"
0," consid which debat it was i cant blame them i might need to join them thank gopdeb"
0," unit everybodi realli doe that includ peopl of color the lgbtq communiti women kkkorgop gopdeb"
2,"i think trump should have been debat moder that would be a good role for him gopdeb"
0,"so funni that should host the next gopdeb"
1,"tough to watch the gopdeb and not sens that line of question was tri to depos and anoint jeb"
1,"trump didnt pledg to not run third parti but ill pledg to vote third parti if hes the nomine gopdeb"
1," i cant wait for the meme about donald trump beauti classi door at the border gopdeb"
-1," me fail ceo say former flotus us senat us sos is a liar amp media decid she won gopdeb smh"
0," gopdeb usa serious would you vote for ani of these clown we need cirnow ainf tntvote"
0,"gopdeb got you down just rememb these thing happen in america"
0," i have a gopdeb hangov i didnt drink anyth just the idea of one of these peopl be presid made me tire a"
4,"i actual like cruz a lot more after his close statement i feel like as debat go on he will gain more popular than jeb gopdeb"
0," gopdeb re is your problemucan continu ignor fact of evid hes a sneaki scumbag bitem"
1,"and of cours im talk about hillari clinton was the most reaganesqu moment last night good job huckabe gopdeb"
1,"my take away from last night gopdeb i love and i alway will"
0," the most surpris part of last night gopdeb was that didnt attack trump hair"
2," noth realli as refresh as hear the top instruct civilian how to handl and cope with poverti gopdeb"
1,"with more reflect amp a good night rest ive come to the conclus that last night gopdeb was a roast competit more than anyth"
0,"gopdeb im realli happi you cut back tax in your state but it still unclear how im go to feel safe in my own countri"
-1," think of tweet the debat the way the media cover women in polit gawd their voic are grate gopdeb"
1," ben carson is at the gopdeb like"
0,"who need coffe in the morn to get fire up when you can just talk to your cowork about the gopdeb"
0," yeah the liber lap dog media love the gopdeb but the peopl who actual watch loath it fox will pay"
-2," eugen and you are in the side of racist nativist who want to restrict legal immigr like me u lost vote gopdeb"
1," pledg to lower the tax rate and reform the tax code if elect presid gopdeb"
2,"it adolf hitler no no i dont wear my hair like that jonathan king fridayfeel gopdeb internationalbeerday off top"
2," huckabe say a fetus has constitut right and yet doesnt have a social secur number much like illeg gopdeb"
-1," how are yall pro life but your pro war pro gun pro i pretend to care about a fetus but not actual live children"
0,"watch the gop debat this morn yes i miss it last night wowjust wow oo gopdeb"
1,"with some of s past posit it would have been fun to see him run against in democrat primari gopdeb"
0," at time an interest discuss in oh it import we keep put foreignpolici at the center of gopdeb"
1,"gopdeb better watch out i believ the will be fight back"
1," megyn kelli shouldnt be worri about trump parti loyalti we watch her transform to a liber in hour gopdeb"
2,"gotta rememb is a leader not a debat held his own against deep root politician veri well trump gopdeb"
1," safe to say everi person of color know this we usual arent the one who need convinc bencarson gopdeb"
-1," whi is outnumb tri to make the gopdeb more excit than it was has all show promot the weak de"
-1," how much did the rest of the group pay you to give them real question and give bullshit quest"
1," is wrong what make america realli great is not our uniti but our respect of individu gopdeb"
2,"so i guess trump is pay off peopl to win debat now gopdeb"
0," wait a sec social secur wasnt rob to pay for obamacar it was rob to pay for iraq war and a bunch of oth"
1," veri worri about america right now gopdeb"
0," onli candid to lay out a detail plan of what he will do the moment he step into wh cruzcrew cruztovictori gopdeb"
1,"advic to each gop candid in order of how i think they finish th place marco rubio good job keep up the same gopdeb tcot p"
-1,"donald trump attack on megyn kelli prove her point for her that he has a woman problem unless they like him he attack them gopdeb"
-1,"it funni to see a bunch of grown ass men tri to scare america about a woman run for presid gopdeb"
2,"what im read say donald trump was front runner amp star of gopdeb like how is this possibl wasnt he boo wasntabletowatch"
1," absolut sane twitter was most entertain last nite moar gopdeb pleas"
0,"mitt romney may be a billionair by the time this republican primari is over just base on the email list rental gopdeb"
-2,"each gopdeb should be stage with one chair too few loser left stand banish to the fight pit of mereen"
1,"i buy the theori perform well and held her own dure the gopdeb last night"
0," anyon els notic carlton dure the gopdeb last night"
2," i had to watch this morn on dvr and wow the moder went after you not right at all gopdeba"
0," the moder essenti did not address ani issu of crimin justic dure the gopdeb"
1," sound like the gopdeb need to be remind that million job were creat over straight month of growth ht"
0," american women given a choic between you and the fetus scott walker pick the fetus prolif just not proyourl"
0,"serious trump is danger for the whole world gopdeb"
-1,"scientif studi and gopdeb prove republican voter are stupid tcot pjnet foxnew"
1," were borrow a billion dollar a minut im pretti sure that not right factcheck gopdeb"
0,"it was onli the first debat but these next round of question must come from more intellig ppl gopdeb"
1," the gopdeb would have been so much more entertain if everyon was a minion version of themselv"
2," trump go to say he fire god or that god audit for celebr apprentic and trump turn him down gopdeb"
1,"and shes all like gopdeb ok last one i promis but just couldnt help it lol"
1,"trump show what kind of republican he truli is the snake varieti gopdeb"
2," dr carson close statement show charm humor and humil qualiti we need more of in polit gopdeb"
2," no surpris here trump i dont have time for polit correct foxatl gopdeb"
1," gotta love that gopdeb logic mind boggl"
1," gopdeb either way if donald trump run as an independ which no one will vote for anyway"
0," minut into the gopdeb the voter have spoken"
1," no one is actual vote for these idiot right this is just a fun event for snl gopdeb"
2,"watch the gopdeb final cant help but think an american idol format would probabl be better that our current system"
1,"last night gopdeb was not a debat at all trump domin the show amp twas unfair to other candid such as bencarson etc"
2," was as good as ani fox comment could be thank you for call out his cral megyn gopdeb"
-1,"foxnew wasnt avail to the mainstream public onli the subscribersso mani american miss the debat gopdeb"
1,"great gopdeb analysi from"
1,"all the gopdeb coverag focus on trump but besid some zinger was a crappi perform cldnt answer most directpoint question"
1,"doe trump negoti the price by voter gopdeb im discuss it with everybodi talk about a lot of leverag"
3," whi is fox tell it viewer not to support trump i think that is disengenu is cruz next fox news is in love wit"
2," i had to watch this morn on dvr and wow the moder went after you not right at all gopdeb you held your own"
1," you know who was give hug to the famili of pearl harbor victim gopdeb"
1," gopdeb focus group look like it might be a luntz famili renunion real support are lol at you joke"
1,"it is pretti terrifi that conserv women seem to be just fine with govern control women bodi gopdeb"
-1," gopdeb fail"
0," i notic the gopdeb is at an hour when anyon with a job cant see the trialbyfec event take place onli the re"
0," if he get the nod he will be stop in the general elect if not he will hand the elect to the dem gopdeb"
0," my wrap on rand paul first hour of debat which let him have exact the fight he want gopd"
-1,"donaldtrump said a whole heck of a lot but ben carson doesnt have ani polici idea gopclownshow gopdeb"
1," the gave trump twice as much speak time as walker gopdeb tcot lnyhbt"
-1,"see lot of tri too hard dure gopdeb it was perfect to make sure he was heard and truth twist was call out"
0," singl payer no way i would miss pay ten differ bill after my annual physic where the fun in write one che"
-2,"anytim there is an opportun to defin the opposit take it thing i wish i saw at the gopdeb this mess is the liber mess"
0," this whole debat is screwi boy do politician danc around topic gopdeb"
-2,"gopdeb whi pretend hilari onli democrat run obvious your all more afraid of have to debat berni sander"
0,"no mention of climat chang at gopdeb"
-1,"hillari spent gopdeb night hang out with a rude rapper amp realiti show queen whos claim to fame is a sex video way to stay classi"
-1," dear gop say it with me god is not relev to polit religion has no place in govt thx so much that wasnt hard wa"
-1," i didnt know how hillari would spend her money but i gave it to her anyway pleas give me the govern gopdeba"
1,"about last night are you watch we got and all the good stuff from the gopdeb on a friday"
1,"gopdeb republican vs democrat is fake like wrestl i mean sport entertainmentso we have polit entertain"
1," tame report by the bbc must have been the best show on tv last night wish id seen it gopdeb"
-2," you are an idiot and is a racist nativist we need a new chairman you stink gopdeb trump"
1,"re the gopdeb the hispan cruz and rubio did the best"
-2," the purpos of the militari is to kill peopl and break thing seem like this would be realli insult to those"
0," tri to get over last night debacl gopdeb"
0," i just want to see a gopdeb where god american dream and ronald reagan dont count as actual argument"
2,"hairbal end his clown campaign trump debat is like give a load gun to a monkey you watch onli to see who get shot gopdeb"
1,"it may have been the gopdeb but was mention more time than ani other candid hillari ftw"
0," gopdeb mod job is ask qs we dont know answer not bait amp target a candid trump"
0," gopdeb last night clarifi that it not a clown car it a looni van of sociopath"
2," the one thing ive learn here is donald trump costar on his new realiti show dont seem to like him veri much"
1,"gopdeb made for great tv if i was a repub id want kasichrubio or fiorina but im not so i dont"
1,"declarationofindepend mention right lifelibertyampthepursuitofhappi gopdeb reveal denialsomeofus"
0," they just brought up plan parenthood thus introduc the no im more antiwoman portion of our program gopdeb"
1," these lowpol candid are the onli percent the gop doesnt love gopdeb"
1," dr carson progress depend on the ignor of the american peopl said the man who compar obamacar to slaveri"
1," after hear the summari from the gopdeb last night if a republican win the elect were screw"
-1,"ted cruz born in canada nobodi say shit this stuff is comic gopdeb"
1," btw i cannot stand john kasich but he did well tonight which make me slight nauseous gopdeb"
-2,"it seem that the gopdeb was kinda dull caus candid be plain ol racist sexist warmong just doesnt do it anymor"
0," im the onli one to take out half a brain but if you look at washington you might think somebodi beat me"
-1,"im pretti sure that megan kkkelli had the biggest fake eyelash ever at ani gopdeb"
-2,"if you are one to complain about america corrupt parti system you better not complain about trump threat last night vote gopdeb"
2,"intern on gopdeb this ladi kept ask question about gay right and lesbian and women right it was ridicul"
-1," i realli hope shelli get evict then they announc a twist that bring jason back gopdeb"
0," ben carson essenti just said race doesnt matter gopdeb"
0,"so is now whine becaus question pose were not fair whinybabi notpresidenti gopdeb"
0," mightv shot himself in the foot lose the support of women with this behavior gopdeb"
0," a gay wed is not a wed gopdeb"
-1," funniest tweet on gopdeb fail to even mention climat chang climat"
0," america is stupid mexico is realli smart elect me or your stupid too donald trump gopdeb"
-1," is a breath of fresh air but increas careless and generic long road to the whitehous could get stale gopdeb"
0," now some of the peopl you would least expect are call me up and apolog hanniti gopdeb"
0,"a debat should be between candid not between a candid and a moder the moder should be time keeper onli gopdeb"
1," so about that pledgeil just leav this right here gopdeb"
0,"donald trump great televis horribl statesmanship gopdeb and dont call me a hater becaus i am not sad"
2,"i am not the biggest fan in the world or fox in general but i realli enjoy her question to trump about women gopdeb"
0," was my earli favourit until he compar tax to tith keep religion out it out dude gopdeb"
0,"gopdeb so when the govern tri to invad the church there an issu but not when religion invad polit"
0,"polit debat teach market how not to messag to audienc today be direct dont deflect gopdeb"
-1,"the if we knew what we know now qs regard iraq are idiot as they are insult to all of the veteran who serv there gopdeb"
-1," gopdeb most import of all republican will not get the women vote not even if they beg for it"
-1," we had a chanc to secur social secur surplus in but media decid they want to hang ww instead of fact ch"
-1,"my onli complaint with the polit cultur of the present the polit the cultur and the present gopdeb"
0," moder took up of the air time guess who els got most the time gopdeb foxdeb"
1,"you know who was give hug to the famili of pearl harbor victim gopdeb"
0," oh ho ho a scene where kieraknightley talk emot to some guy in the rain gopdeb clich whiteprivileg"
0,"how can the candid not mention ani veteran issu besid fire va person veteran homeless in america is a disgrac gopdeb"
1," i hadnt heard jeb speak for an extend period of time until tonight i thought that he would be a better speaker he isnt g"
1,"fox gopdeb drew million viewer no democrat primari debat has ever attract anyth like this rush"
0," gopdeb last night clarifi that it not a clown car it a looni van of sociopath"
1," it realli hard to believ donald trump wasnt creat by god as a work of satir gopdeb"
-1," when dr doom take his mask off it could be ani of these peopl underneath gopdeb"
0,"i wish we could see kasich vs berniesand for the presid the actual issu amp idea might come out gopdeb didnt watch it"
0," love to hear an apolog from to for drag the debat into the toilet gopdeb"
1," gonna call it a night amp think of peac thought to eras the gopdeb from my mind bless be"
0," said a mouth runbenrun carson gopdeb"
1," oh im sure it did headlin this morn gopdeb winner werent trump or jeb shocker bore bb show w derrick bb"
1,"the gopdeb stage evok season of love from rent say more"
-1," aaaand system racism is all about train time for a commerci gopdeb"
-2,"could be ani more blatant about their dislik for i dislik him but this was an uneven play fieldgopdeb"
1," tonight i am liveheckl gopdeb with and at and we are sold out like rand paul"
0,"didnt watch a nanosecond gopdeb"
-2," rememb when trump didnt apolog for call women fat pig dog and disgust anim"
0,"s takeaway from last night america doesnt deserv ben carson gopdeb"
0,"advic to gop candid in the order they finish th place ted cruz more of same take more of the clock time gopdeb tcot p"
-1," at the gopdeb walker scottwalk never gain momentum dead last epicfail collegedropout fraud"
1," total pull a leeroy jenkin last night at the gopdeb charg in against and had similar result wow"
3,"ff best sourc for what go on in us senat best commentari best gopdeb perform"
-2," yall take down the account for critic the gopdeb is some bullshit"
1,"watch fox gopdeb was like watch a footbal game where everi time the ball is hike the ref all dogpil the same player"
3," marco rubio tax plan is pure s tax for work famili tax for those at the top omgop gopdeb"
-1,"for shit sake turn on the tv and it was still on fox from the gopdeb and all i see is peopl gobbl s knob"
-1," that becaus we all came for the laugh and bat shit crazi comment gopdeb"
1," court to boost their rate but tri to undermin him at the gopdeb"
0," gopdeb taught us that it ok to buy democraci and sacrific other peopl kid in war to make the whole thing profitab"
1," cruz rubio led the night tonight gopdeb"
0,"recap of the gopdeb these tenmen want to make choic for all women goptbt"
1,"who want a hug gopdeb"
0,"gopdeb moder by was our chanc to ask question the right care about not what left is concern with"
1," thank for your input on on gopdeb h"
0,"trump tank so you ignor everi singl other candid txot ccot gopdeb"
-1," retweet if you think should be in prison benghazi tcot rednationris wakeupamerica gopdeb h"
1,"that a good way to dispel sexism charg for sure call a femal journalist a bimbo gopdeb"
1," after last night gopdeb have emerg as my top two"
2,"treat women like human be isnt polit correct gopdeb"
-1," rush now mock megyn kelli as self serv amp narcissist kellyfil gopdeb foxdeb"
-1," this is the worst episod of fox amp friend ever gopdeb"
1," healthcar use to be unavail to low incom peopl the afford care act isnt steal it heal gopdeb"
-2," megyn kelli chris wallac and brett bair were no doubt pose question to incit attack and dramaand it backfir gop"
-1,"whi is outnumb tri to make the gopdeb more excit than it was has all show promot the weak debat outnumb"
2,"wait for the internet to do a mashup of s gopdeb highlight amp s up like trump"
-1,"donna brazil say they offer testosteron with a bit of tabasco isnt this sexist too bad comment gopdeb donnabrazil"
1,"the winner of the gop debat was hillari clinton gopdeb"
0,"megyn kelli play the femal card it ad noth to the debat gopdeb"
1,"wonder how the day after the gopdeb is go ive order domino and read through my watch parti swag"
0," american kid of european ancestri are among the smartest kid in the world our problem is we are import third wor"
0,"but the sound bite rush limbaugh play was on hillari clinton gopdeb car democrat parti is undermin us fabric"
-2,"candid who argu folk oppos to abort shouldnt have to tax fund pp are gonna be mad when i tax veto this mexico wall gopdeb"
-1,"the fact that sever gopdebat admit a voic in their head told them to run underscor the need for a mental health system overhaul"
0,"next gopdeb realiti date show format in which megyn kelli is the bachelorett and has onli rose"
-1," outnumb pleas dont jump on bandwagon hold yourselv amp the gopdeb moder account for their view"
0,"women alway call men pig if trump call them a dog they should shut up hypocrit gopdeb tcot tlot"
0,"like gop establish seem to circl wagon amp disdain conserv becom cnn gopdeb"
0," trump answer everi question with an insult that is complet off topic gopdeb"
1,"on energi the republican candid sound a lot like obama gopdeb republicandeb eagleford"
1," so much fun watch the gopfox circus implod gopdeb"
1,"to make it easier for you younger folk to understand s douchebaggeri game is on fleek gopdeb whatadick"
3," i feel like trump hair is enough to tell u he doesnt have a handl on thing gopdeb"
1,"i was look forward a fair amp substant gopdeb what i got was trump hatingliberino jeb luvin gop estab butt kissin tabloid filth"
1," dont know who won the gopdeb but i know who lostm caus i watch it"
2," thank you for be one of the onli true conserv at patriot appreci you amp america need you"
2,"trump should becom host of fox news mayb id actual watch it standup comedi at it finest gopdeb"
0,"phenomen analysi of the gopdeb by be sure to follow rsg for the major candid next stop"
0,"an illeg alien can be deport x make it back into the countri kill an american woman but trump cant call someon a dog gopdeb"
0," sure none of these candid have read the deal in full yet theyr somehow sure of it failur gopdeb"
0,"if there anyth republican candid have learn from the elect it noth gopdeb"
1,"rubio actual answer a question about immigr color me impress gopdeb"
-1,"were the koch brother disappoint that the swimsuit portion was not air gopdeb"
0,"unlik john kasich i do not recogn andor accept the rule on marriag equal gopdeb"
2," to be fair marco rubio has a point tougher immigr law might have prevent his parent from get in gopdeb"
0,"spot on by gopdeb presidenti field a lineup of crank"
0,"ronpaul prove at the gopdeb that he isnt readi or qualifi to be potus"
1,"the democrat parti is undermin the veri charact of this nation car fiorina gopdeb winner"
1," jindal give excel plan parenthood answer here gopdeb"
0,"i just notic that rubio ear are huge gopdeb"
1," if these dude are so antiabort id like to hear their plan for expand birth control and plan b wait gopd"
0," is the leader we need to save this countri and the american dream gopdeb teammarco"
-1,"gopdeb donaldtrump all the way time to fix obama mess"
1,"rt tatesa surpris of the night berniesand won gopdeb with debatewithberni on twitter"
-1," pro life till it get a qualiti educ amp reject conserv principl gopdeb"
0,"benghazi ooooooooooh the crowd gopdeb"
3," thank u for ur support of singl payer hc last night at the gopdeb i hope ur support agre in it also obamacar"
0," scott walker continu to nod in agreement with the other candid pray he doesnt get call on again gopdeb"
1,"rt tatesa surpris of the night berniesand won gopdeb with debatewithberni on twitter"
0,"i didnt like the sophmor bicker back and forth between the candid not veri presidenti gopdeb"
0," a overnight rate for the gopdeb that a huge viewership if that hold"
-1,"no way around it the gop has to be embarrass and discourag after last night spectaclegopdeb"
0,"fox moder throw major shade at secondti candid gopdeb"
3,"the biggest winner in the gopdeb the afford care act show how obamacar won the night"
-1,"watch realdonaldtrump burn bridg to the whitehous berni gopdeb"
0," they have no knowledg about the iran deal at all gopdeb"
1,"just replac the name from gopdeb debat with drake and meekmil and they said enough for at least track of straight fire"
1," after last night gopdeb have emerg as my top two"
0," great to see the crowd cheer for gay marriag but depress they also cheer for someth as archaic as overturn"
0,"foxnew was the big winner at gopdeb no way futur viewership was not the object sure alreadi said"
0," republican love referenc the constitut but realli seem to misunderstand the whole separ of church and state"
-1," lesson learnt women must have babi educ dumb war good obama stupid fuck immigr trump smartz no healthcar"
0," i presum megyn kelli spent all night roll her eye to make up for all the time she couldnt dure gopdeb"
0," we have separ of church and state we have separ of church and state we have separ of church and state g"
0,"taylortwo rt waynedupreeshow disagre all you want gopdeb was hit job on realdonaldtrump and calcul mu"
0,"lourack rt rollingston fox news target donald trump at the gopdeb but can republican call off the smug"
-1," i think by call a bimbo amp general denigr her prove her concern about misogyni"
-1,"restorer fuck ya donald trump you rock gopdeb smoke all those pathet career politician keep up"
1,"trump sycoph want to know what s hidden agenda was last night answer is simpl it call a vagina gopdeb"
0,"teatex rt cnn no one eclips realdonaldtrump at gopdeb via cnnpolit"
0,"agre with on question for gopdeb but"
-1," ben carson doubt hillari will be the nomine becaus the raptur is come veri veri soon gopdeb"
-2,"im scare veri veri scare rightwingextrem gopdeb youcantbeseri"
0," person gay marriag rand paul gun gopdeb"
0,"zoegberg rt sarahkendzior cant believ peopl are write real articl about who won gopdeb we all lost"
0,"tri to get over last night debacl gopdeb"
0,"where is a zombi ronald reagan when you need him gopdeb"
-1," ben kill it tonight at the gop primari debat gopdeb carson runbenrun"
1,"karaneptun rt texasgop retweet if you think everi candid on the gopdeb stage would be better than hil"
0,"the gopdeb was akin to watch institut crazi talk about what theyll do after they take over the insan asylum republican"
-1,"chadstanton rt brownblaz pleas rt kkkorgop gopdeb"
0," everi thought of run for presid you offer same substant thought critiqu as in gopdeb"
1," the biggest winner at the republican debat was obamacar gopdeb"
0,"im still reflect on the gopdeb that basic made me gopeemyp"
1," john podhoretz on gopdeb say emerg as the parti brightest star nhpolit"
1,"your gopdeb tweet are veri entertain"
1," jeb bush work for cuban offic that plead guilti to defraud govt of million gopdeb ht"
-3,"from first cringeworthi minut on s awkward and snarki perform was embarrass bad was a pro gopdeb"
2,"oh no chrischristi hug the presid thank godd randpaul was there to notic the democrat cooti gopdeb"
1," rate of speech can indic confidencetoo fast a swindlertoo slowunprepar gopdeb"
2," shorter i was interact with your better richer so stfu gopdeb debatewithberni"
2," did you know rick santorum on donald trump and donald trump on blue collar conserv gopdeb"
-2," if women abort their rape babi the fetus will come back as zombi that dig hole under the fenc and let the mexican"
2," thank for the support in the st gopdeb im in sc today and tomorrow then im off to nh see yo"
0,"my takeaway from gopdeb highlight it was a cross bw a circus amp a fire squad and is kind of attract amirit"
-3," was an incred unprofession bitch who broke down the moment he realiz everyth was go wrong for himgopdeb"
-3," the moder were childish disrespect flippant and inflammatori shame on"
1," so to our volunt amp rli fellow in fl nc amp va for great gopdeb watch parti tonight leadright"
-1,"gopdeb when your talk about the ref after the game they probabl fuck up the call blew it big time"
-2," common refrain at gopdeb blame polit correct for unpopular of gop posit vs i dunno unpopular of"
0,"anyth to regul bank is against the gop mantra of money first gopdeb"
0," onli one question last night in debat about veteran amp that was onli after someon in audienc suggest it gopdeb tco"
1,"i refus to trust anyon who walk away from the gop debat last night think that ben carson piqu your interest gopdeb"
2,"trump prove hes a trojan hors amp run rd parti which no one should support tcot gopdeb ccot"
1,"americasgotfail gopdeb is look a lot like this trumpeffect"
0," you wanna know how to know blacklivesmatt dont matter in this gopdeb yall got ten second ten"
0," foxgop parti hunger game demagog foodfight gopdeb morningjo"
-1," for the veri few that dont gop re polic brutal gopdeb"
-1," nj is americasmostcorruptgovernor didnt challeng him on ani of his lie gopdeb beanbag"
-1," fox get an f for their handl of this debat of what theyv done is tri to get peopl to scream at each o"
0," then his brother lie amp sent k american to their death in iraq who would vote for anoth bush trump won gopdeb"
0," in two hour and with ten candid the word peac has yet to be said citizen of america i give you your gop gopdeba"
0," was it me or did gopdeb tri to minim tedcruz talk time everyon"
0,"live colour cult of person gopdeb"
-1," i was think ipaday was appropri becaus of all the bitter on stage at the gopdeb"
0," biggest amp most divers field of qualifi candid ever for ani parti excit to be part of gopdeb night"
1," wether is a trojan hors or not is he worth a punt gopdeb"
2," rosi odonnel to donald trump tri explain that ur kid like explain they have mom gopdeb"
1,"fuck ya donald trump you rock gopdeb smoke all those pathet career politician keep up the great work"
2," the gop is focus on econom polici that favor the wealthi work famili deserv a presid focus on them omgop"
1," the big winner of the gopdeb wasnt scott walker it was johnni walker"
-1," jeb bush attack on public school divert public money to privat corpor gopdeb"
-1," saw his shadow at gopdeb so hell be with us for anoth six week"
-1,"pain to listen to answer to god question from socal christian who prove by their action to be anyth but christian gopdeb"
0," how mani blowjob do you think monica lewinski gave bill clinton in the oval offic gopdeb"
1," watch the gopdeb amp have never been more entertain by my famili side comment"
1,"i thought gopdeb was good despit grandstand realli brought logic to back to the campaign tabl"
1,"republican debat trump was garbl incoher but domin gopdeb"
0," jeb bush and gop need more evid for climat chang than they do to start war gopdeb"
1," walker surpris get it most right gopdeb blacklivesmatt"
0," i dont recogn all of these candid gopdeb"
1,"i miss the gopdeb but im amaz that trump is somehow consid in the lead"
1," i watch the gopdeb and all i can say is pres obama was righth would win again fourmoreyear"
-2," it was a trainwreck in the truest sens of word from the pain awkward open to the nonsens answer to question"
1," donald trump liter a fivehead dragon gopdeb"
1,"i just love she own last night gopdeb ycot"
1," candid tri to outantiabort each other contest end when winner dismemb a woman of childbear age on s"
-1," gopdeb walker job failur wisconsin recoveri outpac us befor he took over but has lag ever sinc"
1," the best part of the debat last night the leg behind bret baier head truestori gopdeb"
0," ill tell you what not onli did own the first gopdeb she also own the post debat interview gtgt ht"
-1," fox news fail to disclos it prowalk debat analyst is a walker advis and coauthor gopd"
-1," time to be nasti with the media to remind them they are not royal let start with gt the loser of"
0," gopdeb drink game take a shot everi time a candid talk over the onli femal moder"
0," pathet mention of veteran tonight pathet about the same number of mention as mailmen tonight at gopdeb we"
0,"legitimaci of tv news last night jon stewart was cronkit amp dan rather was play gopdeb drink game"
0," rick santorum rank in gop field on twitter mention over last min gopdeb potus"
0," megyn kelli isnt slutti at all gopdeb"
-1,"gop w gopdeb prove onc again they are thestupidparti and hate bigot"
0," gopdeb moder in order of teeth white"
0," walker govern should not invad church but is it ok when church invad govern gopdeb"
0,"gopdeb spend less than a minut on polic violenc and black live matter blacklivesmatt"
-1," it was an embarrass i wonder if they know how bad this look to the rest of the world gopdeb"
0,"thx to for the ink potus gopdeb"
1," it shock that there are peopl out there who are support donald trump idea on run the countri cmon hes a jo"
1," now if onli will go after isi and democrat like he doe rosi odonnel amp the moder gopdeb"
0," i dont understand what im watch this is a run through for an snl cold open right gopdeb"
0," quit someth to watch the gopdeb vs the canadian pm debat how can anyon take american politician serious"
-1,"if your takeaway from gopdeb is that theyr all terribl i hate to tell you but that a whole night of life you can never get back"
0,"ff whoa weird format ani know about this gopdeb gop rnc foxnew tcot"
0," sother no space for a woman on stage but were gonna make way for gd gopdeb"
0," of the funniest reaction to last night inadvert hilari gop debat gopdeb"
0," my yearold son saw on tv and said dad the clown is on tv gopdeb"
1," libertarian hate state power right are they silent about this or my volum is on mute gopdeb randpaul"
0," gopdeb was not a debat it was a full fledg attack against trump follow by more attack on trump amp again"
0,"the republican parti wake up with a huge hangov a split headach and no idea whi it in bed with donald trump gopdeb rsg"
1," good rubio answer on immigr invok unfair of system to those who play by the rule gopdeb"
0," not sure whi wasnt allow in the primetim gopdeb tonight but these guy are lucki she wasnt she"
1," i had the good sens to leav atlant citi back off jersey trump back the fuck up gopdeb"
1,"megyn kelli did a fantast job last night and i couldnt be more proud to have her as a role model gopdeb"
-2,"the purpos of the militari is kill peopl and break thing well broke world record so gopdeb"
0,"morn after the gopdeb amp macdeb editori cartoon lament jonvoyag so who realli won"
0," watch the canadian macdeb follow by the gopdeb is like play jeopardi follow by drunk nake upsid down"
0,"after watch the gopdeb it made me realiz whi i becam a libertarian"
0," gopdeb most of these guy say they want to run the govern and then they say they want to get the govern o"
0," my take on the gopdeb were so get a dem potus imo"
0," hey my surpris of the night and chris wallac gopdeb"
3,"frankluntz lol he probabl like loser candid like mccain romney amp bush trump won gopdeb hand down"
0," care about realiti realiti matter not theori equat and book sciencenotsex gopdeb"
0,"the day after the gopdeb where everyon talk about attitud and person and everyon forget about issu"
-1," nit qampa was a turkey shoot kelli and wallac total empti their clip go after was sad"
0," gopdeb the elect is about the issu not bombast person"
0,"surpris to learn that ben carson was part of the gopdeb last night bitchwher"
1,"frankluntz lol sham focus group a bunch of bushrnc plant trump won gopdeb hand down"
0,"this is much more import than ani gopdeb"
0,"did the ever disclos how mani of the gopdeb particip had been on their payrol clowncar"
0,"the last imag of logo on dure gopdeb is anoth exampl that technolog and it use is never moral neutral"
-1,"so attack anyon that doesnt agre with him isnt that what obama doe gopdeb tcot"
2," trump i have no time for polit correct gopdeb"
-2," mike the purpos of the militari is to kill peopl and break thing huckabe gopdeb"
0,"gopdeb did ted cruz make a name for himself after say american deserv to know the truth"
-1," gopdeb highlight how bad we need new vision for debat appli for this rethink debat job"
1,"if anyth i would say the real winner of the gopdeb was"
0," hope ask candid about evolut gopdeb didnt belv evolut til michell"
0," not to be funni but i think i may tap out of the gopdeb now not one of these dude should do ani of our foreign polici"
-2,"so how long befor donald trump get distract by a differ shini object squirrel i felt embarrass for my nation dure gopdeb"
1," if i tap my heel togeth time will donald trump go away forev bigbeautifuldoor gopdeb"
0," word of god wors question of the night wast of time with so mani import issu gopdeb"
1," you did great gov let rand roll his eye all he want gopdeb"
1,"donald trump is the first person ive heard frame misogyni as a time manag issu gopdeb"
-1," what doe the gopdeb have in common with merch a serious lack of women"
3,"the clown perform well in last night circus with donald trump as the ring master gopdeb gopclowncar"
2,"proud of the field after gopdeb took tough question and most case knock them out of the park my fav"
0,"onli candid to mention race was carson who onli see brain so gopdeb"
-1," i will tax your pimp and whore america huckabe gopdeb"
0," nothappen recap of the gopdeb these tenmen want to make choic for all women goptbt"
2," so trump use the gop stage as he want but reserv the right to destroy gop chanc in at ani time great gop leadershi"
1," jeb i defund plan parenthood he is proud that he deni thousand of women access to life save healthcar go"
1,"i dont feel like rubio answer the question about small busi gopdeb"
1," im confus was it clobberin time someth said in fantasticfour or by trump in the gopdeb"
0," i want to put someon in offic that i dont want to have to worri about gopdeb thentrump"
0," trump i have use the law of this countri to rip other peopl off and im awesom for do it or word to that effect"
