"score","text"
1," the biggest pleasant surprise in tonight‚Äôs gopdebate was ben carson

kellyfile"
1,"thoughts on gopdebate trump had so much more time than everyone because he cant answer s succinctly or at all nottrump anyonebut"
-3," donaldtrump finally called out for insulting women as ‚Äòfat pigs dogs slobs and disgusting animals‚Äô  ‚Ä"
0," an illegal alien can be deported  x make it back into the country kill an american woman but trump cant call someone ‚Ä"
0," i am howling gopdebate "
-1," scott walker is so prolife he didnt make an exception for rape incest of life of the the mother for his week abo‚Ä"
1," huckabee illegals pimps prostitutes arent paying their fair share gopdebate"
1," uhhh most of us didnt like  questioning of everyonevery ungentlewomenly gopdebate"
0,"my love for  died tonight at the gopdebate foxnews trumpcruz makeamericagreatagain"
0," rubio said he was worried about all the people who cant get in how about worrying about those born here a change gop‚Ä"
0," hey conservatives  you have a friend at the fox news corner of the world gopdebate"
-2,"gopdebate‚Äôs biggest winners‚Äìand losers  latins think all gop lost because immigrationreform tntvote ainf latis‚Ä"
1,"gopdebate am i the only one who noticed that donald trump admitted to bribing public officials"
0,"remind me again is it the winners that complain about the officiating gopdebate"
0," as an australian watching the gopdebate this is simply most awesome and batshit insane political event ive ever seen"
-1,"i dont know who runs s twitter feed but gawdgrow up donald put on your big boy pants and stop whining gopdebate"
-1," failed  appeared follish and  rocked the housegopdebate  "
-1," hey huckabee youre not allowed to talk about science related to abortion when you dont believe in climate change gopd‚Ä"
0," gopdebate in a nutshell via vote true blue  "
0," the are no illegal humans in the world how is that they are keep calling latinos illegals latinosunidos  Ä"
0,"on social media conservatives expressed outrage at  and  for gopdebate friendly fire questions
"
0,"they were treating lives as pawns

polices should stand or fall on their merit not on their conservativeness gopdebate  

its telling"
0," nra leaders lobbied to prevent military commanders from asking questions about service members‚Äô privately owned guns g‚Ä"
1,"trump would not take a pledge not to run rd party disqualified get out tcot ccot rednationrising gopdebate"
0,"the format for the next gopdebate has to change make it hrs  to  with all candidates on stage we deserve this outnumbered"
0,"  the american people want a president who will tell the truth sen ted cruz
gopdebate
pjnet
ccot Ä"
-1,"after gopdebate feelthebern can step over fallen hillary
justice fbi fec to dissect too of nd amendment "
0,"gopdebate takeaway ‚Äì presence matters i see presence as a blend of believability  articulation of integrity w edge amp track record"
0," imwithhuck gopdebate dna defines a person th amp th amendments guarantee a person the righttolife dontbackdown Ä"
0,"gopdebate deadeyed walkergranny bushoozy cruzimabigboy rubiocurly paul smarmy uncle huck vp wannabees kasichcarson ampchristie"
2," makes me so sad to see working people against basic public goods like education and the environment  debatewithbernie ‚Ä"
-2," no he got his nose rubbed in dog shit for standing on the back of terror victims gopdebate ‚Ä"
-2," is having a hard time covering for  she put her colleagues in a bad spot gopdebate"
0," first two ads during the debate denture adhesive and memory pills corefoxaudience gopdebate"
0," dear  gopdebate notamistake "
-1,"   trump didnt need a lot of rope to completely hang himself hes an embarrassment gopdebate"
0," dear  gopdebate notamistake "
-2," there are  men fighting about who can wreak the most havoc on women‚Äôs health gopdebate worstcontestever standwithpp"
0," then the mutants at the 
democrat abortion fest will thrill you gopdebate"
0," probably the funniest thing about this whole circus is that were all calling this the real debate gopdebate"
-1,"dump the duncald dunce donald gopdebate decision"
1," yall seen the  tweet vote  who u think won the debate but only if you donate  bucks u wonder y we hate you gopd‚Ä"
2," congress amp morons like  can pass a bill without reading it but trump better not call someone a slob gopdeba‚Ä"
0," slaying gopdebate "
-2,"rubio misstatement on abortion record will do him some harm among conservatives gopdebate"
0," disappointed in  coverage of gopdebate they acted like giddy amateurs at a sporting event using liberal media questi‚Ä"
1," next gopdebate trump needs to let me do something with that hair fashion"
0,"whata bunch of jackwagons gopdebate comedyoferrors  "
0," for my fellow tytlive folks without cablebut still watching  live coverage of the gopdebate Ä"
1," is a treat for us all to enjoy gopdebate"
0," references nh forum amp how only  of  mentioned income inequality gopdebate cityclub"
0," when watching the gopdebate remember that jose didnt take your job goldman sachs did "
0,"gopdebate so the debate for potus comes down to who is the best insulter of  sized irrelevant lesbians amp youre doing what  the people"
2,"oh one more thing did anyone hear anything about affordable child care for working families last night in the gopdebate  i didnt"
0,"  kimkanye are great examples of hillarys useful idiots that  was referring to in gopdebate "
0," megyn must want to be invited to more celeb parties in new york gopdebate tcot"
-1," brags about how antichoice his state is  report in  said louisiana was worst state for women ownit ‚Ä"
1,"marco rubio briefly backed immigration reform then privately berated dreamers  gopdebate "
1," ignorant obnoxious repulsive and intolerable donald trump is a pure joke americans cannot let this clown become president‚Ä"
0," take a bottle of white out with me to pres obamas policies  gopdebate  "
1,"gopdebate such flailingampwhining about political correctness as a way to avoid answering any substantive q on warimmigrationmisogyny"
0,"i bet todd palin consults rand paul on where to get his goatee trimmed when he visits ky gopdebate"
0," hillary amp obama watching the first gopdebate "
0," oh ted cruz you have the same pudding chin and betamale energy that i do go into comedy i can get you on at the virg‚Ä"
0," and then theres those troubling things called facts that  forgot in gopdebate tellingitlikeitis Ä"
1," any conservative who thinks chris christie won last night you need to leave our party immediately
gopdebate"
0,"can we stop making sweeping statements about other candidates policies there are no absolutes gopdebate"
0,"calling woth   to try and save baby raccoons in a sewer only to find out its their natural habitat dumbfucks gopdebate"
0," the unplanned parenthood foxnews gopdebate "
1," twitter declares  the gopdebate winner ‚† "
0,"america in  doesnt deserve ben carson   gopdebate "
0," democrats watching the gopdebate tonight this is a comedy hour "
1," i just love  she owned last night ˇôúˇèˇáˇáˇêò gopdebate ycot "
-1," drinking game take a shot every time a republican shames immigration or planned parenthood gopdebate"
0,"im a new kind of republican moving the party forward but women shouldnt have control over their own bodies  republicans gopdebate"
1," standouts gopdebate       "
-1," gopdebate you should have been objective your bias got in the way i can only wonder whos agenda you were carr‚Ä"
0," asking about god violates  article vi paragraph  of the constitution there will be no religious test for office gop‚Ä"
1," you are so spoton rush about t order coming down fox to take out trump gopdebate i knew it was true on st  cruz"
-1," jeb bush knowing what we know now  we knew it then idiot  iraq gopdebate"
0," really excited about this campaign season googling the date now for the gopdebate because i want to stay informed and on ‚Ä"
0," nice attempt at provoking  to attack you instead of focusing on the issues epicfail g‚Ä"
0,"friendly reminder that a focus group is not a poll gopdebate  "
-1,"s allegiance is to murdock amp ailes not the american people understand this youll understand her kellyfile ‚Ä"
-1," so are you people who are playing the drinking game dead yet gopdebate"
1," trump just missed a golden opp to say know who else filed bankruptcy  cent and fifty is a pimp sorry huckabee‚Ä"
1,"i was surprisingly impressed with  last night definitely is moving up my list of candidates gopdebate"
0,"foxnews used crazygt  to stir the drama pot and thats unprofessional  gopdebate 

 "
2," get your free tacos tonight courtesy of donald trump  via startup  gopdebate Ä"
-1,"gopdebate searched online i just find crap raving about the debate and foxnews how many questions did each get or time per tcot thks"
0,"  american people are not going to put up with pcpolice feelings trumptruth is the pulse of americanvoters gopdebate"
2," repeal obamacare is like playing a mana card in magic the gathering for gop candidates its an essential play go‚Ä"
0," how can you deny the existence of something that shaped the country youre planning to run raceblindness bencarson gopdeb‚Ä"
0," still waiting will fox ask if its appropriate for billionaires to buy elections debatewithbernie gopdebate"
-1,"gopdebate meet scott walker‚Äôs paranoid insurrectionist adviser on police violence against african "
3," heard some  of your response from gopdebate  they were clear and to the point wish you good luck"
1," check out  with   on xm sirius wed  pm est 
just like the gopdebate it ha‚Ä"
-1," gopdebate would have been comical but alienating foreigners and immigrants bashing blm amp obama and bein generally ‚Ä"
0," white supremacist org council of conservative citizens platform on immigration sound familiar kkkorgop gopdebate Ä"
-2," poor ronald reagan is stuck in this debate like a bad group text
gopdebate"
2,"working on a huge gopdebate social data story some interesting trends such as trump not having the most tweetedabout moment last night"
1," well holy shit kasich good on you gopdebate"
0," qtna what is a hangembytheneck conservative amp what other kinds are there gopdebate kkkorgop Ä"
0," i just convinced myself it was a very long snl skit if you look at it that way its less terrifying gopdebate"
-1," black males age  to  are more likely to be killed with a gun than to die by any other cause gopdebate gunsense"
0,"lmfao  youll find this very funny ˇòÇˇòÇˇòÇˇòÇˇòÇˇòÇ  gopdebate republicandebate lmfao"
1,"  wealthy conservative men setting out the rights that women should and shouldnt be entitled to gopdebate"
1," it would be so epic id love to see cruz rubio fiorina debate just the three of them epic gopdebate  Ä"
-1," i hope in the next gopdebate they get around to how to stop isis from terrorizing our movie theaters and black churches"
1," donald trump wasnt kidding when he said he wasnt going to prepare for this debate we can tell gopdebate"
1," thanks to nra influence congress slashed cdc funding for gun violence research gopdebate gunsense"
-1,"congrats   calling out   being the pig that he is neverwillbepotus gopdebate bernie"
0,"deathbydemocrat   anything goes no morals no values no respect for others jerked up by the ears gopdebate"
2,"i saw that hes so good  stands way out in this gop crowd connects with people like me rick gopdebate  "
-1," foxs  says shes switching topics to national security and terrorism as if that doesnt involve immigration‚Ä"
0,"its scary how out of touch with the real world republicans are gopdebate"
2," i think  did great tonight   did great too otr greta gopdebate "
2," donald trump at the gopdebate be like "
0," after ferguson baltimore cleveland mckinney sandrabland and samdubose not one question about blacklivesmatter ‚Ä"
2,"your wife  looks exactly like  get her a better plastic surgeon gopdebate  "
1,"in the gopdebate i noticed that they kept talking about policies in terms of being conservative or not as opposed to good or not"
0," shared some inspiring applause lines at last nights gopdebate  Ä"
2,"watching the gopdebate from last night ouf its tough hearing donald trump speak gonna be a long road to the republican nomination"
2," posted meantweets about my boy  im glad he had the good taste to avoid ugly comments about hair gopdebate"
0,"who else saw the  horsemen of the apocalypse at the gopdebate last night"
0," crazy that cruz only got  mins at debate gopdebate"
-1," the purpose of the military is to kill people and break things oh it is i thought it was about protecting a nation‚Ä"
0,"someone has something to say to  gopdebate   "
2," is brilliant principled and fearless the future of the party the est rove priebus  is a statist di‚Ä"
2,"im pretty sure trumps popularity indicates there are just as many republicans trolling this primary as democrats gopdebate"
-1," the king of resting bitch face gopdebate "
0," heres your contrast gopdebate "
-2," the other repubs didnt have attack orders bc  had the attack order gopdebate "
0,"regardless of who you think won the gopdebate the real loser was all of us"
0," wed at pm est on xm sirius  with  amp  just as funny as the gopdebate mark‚Ä"
0,"the gopdebate is my new favorite comedy sitcom"
0," assesses walkers gopdebate performance  "
1,"look at that affirmative action letting that black man stand with those nine white guys  gopdebate"
1," fk  and those who would actually abandon their conservative values in support of his ridiculous candida‚Ä"
2,"in the gopdebate  was asking candidates questions she thought the left would throw at them if they won the nomination smart"
0," calls  debate closing a ‚Äúshowstopping zinger‚Äù imwithhuck gopdebate"
-1," american women scott walker thinks your fetus should live you should die rubio thinks you should bear your rapists b‚Ä"
1,"trump would put the pos in potus gopdebate scary reallyamerica"
0," taking risks with his candidacy last night scottwalker calls jesus by name

it was worth it

courage gopdebate h‚Ä"
1," three stats you didn‚Äôt hear in gopdebate

since ‚Ä

‚‚†us has gained  million jobs
‚‚†unemployment rate ‚Üì 
‚‚†unins‚Ä"
-1,"gt has now spent more time attacking  on twitter than he spent on any gopdebate subject "
0,"rubio budget raises middleclass taxes adds t deficit cuts investmenttax to   gopdebate "
0," yes  obamas dividing the country by creating jobs ending wars achieving diplomacy w iran amp giving people healthca‚Ä"
1,"based on tweets about the gopdebate it doesn‚Äôt even sound like the candidates touched on topics that matter"
1," trump ‚Äòi would‚Äô shut down the gov‚Äôt to defund planned parenthood and obamacare  woot gopdebate"
2,"it took the   days  lower the flag  honor soldiers killed in chattanooga but trump better not call a woman slob gopdebate pc"
0,"i think  fancies herself a kingmaker gopdebate"
1," ˇòÇ  jeb looks more like caitlyn jenner every day  gopdebate gopdebate Ä"
-1," tried their best to destroy  tonight however it didnt work‚Äit just exposed your network fail g‚Ä"
1," heres donald trump channelling his inner cnt at the gopdebate "
0,"  of the time during the gopdebate was the commentators questions amp digs at  terrible st debate hosted b‚Ä"
0,"i see marco rubio is still thirsty trumpchosecrist gopdebate youmadbro "
1," did  which excluded the only woman in  field from first debate ask trump if he was part of the war on w‚Ä"
0," finally a tedcruz question and he hammers it over the center field wall amp out of the park cruzcrew gopdebate"
-1,"donald trump insulted  and all women and not one man on stage confronted him none of them are worthy to be president gopdebate"
1," gopdebate analysis who won  gt  imwithhuck"
-1,"yes maam   gt  megyn you disappointed me 

gopdebate ˇáˇá"
0,"women were biggest losers last night  gopdebate cityclub no mention of income inequality or even voters rights on th anniv"
0," gopdebate democrats‚Äô debate will be different there hillary clinton will debate herself changing her mask every  mi‚Ä"
2,"ive known donald trump was crazy ever since i saw my first bottle of trump ice donaldtrump gopdebate "
0," getting more excited for the gopdebate "
1,"more gopdebate s pleeeease   but no jeb  fewer peeps and lots of questions  not about rosie  trump fiorina jindal gilmore"
-3,"watch megynkelly burns donaldtrump you called women fat pigs amp digusting animals usa gopdebate
 "
0," shame on brett baier chris wallace  today is the th anniversary of the voting rights act and no question‚Ä"
1," youre asking wealthy white men about entitlement reform what gopdebate"
0,"randpaul gets less than half the time of ‚Äòthedonald‚Äô during gopdebate    randpaul "
0,"the accuracy of it is mind blowing
gopdebate "
0,"and for the record the gopdebate was not a debate  it was fox and the koch bros interviewing each candidate  it was a farce vote bernie"
-1," im really disappointed that no one threw their prosthetic leg last night at the gopdebate"
0,"trump lowered the bar for jeb who smacked his head into it  gopclowncar gopdebate"
2,"trump shows his true colors at the gop debate   gopdebate trump garybusey"
0," to   after all youre just on committees and more privy about secret information than i am jealousmuch  gopdebate"
2," good explanation as to why trump surges ahead of other cuckservative candidates gopdebate  Ä"
-1," someone ask jeb bush if jet fuel can melt steel beams please gopdebate"
1," now is not a time to be wavering in any way towards israel  we have done enough damage to them with obama gopdeb‚Ä"
-1,"gopdebate was just a bunch of nonanswers and one liners how is the public supposed to be informed and vote responsibly with this crap"
1,"really marco rubio won last nights gopdebate which debate was i watching"
0," makeamericagreatagain gopdebate trumpforpresident  i put this together for you  "
1," listen brain surgery is impressive but i dont understand how being able to do that landed carson on this stage gop‚Ä"
0," agreed i think walker under performed at the gopdebate disappointing as he is who im leaning towards unaffiliatedstill"
3," trump won the debate christie i think was a strong second gopdebate"
0," this is basically my takeaway from tonights gopdebate "
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
0,"   yes the logos were all over the screen but the actual gopdebate feed on facebook was awful"
0,"i will support the eventual gop candidate over bernie the socialist hillary the habitual liar or biden the buffoon  gopdebate"
0," sorry if theres a god shes not in that building gopdebate"
-1,"that debate was a joke gopdebate"
0,"because of  the american people truly learned nothing from the gopdebate such irrelevant questions asked by the moderatorsfail"
1,"did donald trump just openly admit to buying candidates  gopdebate"
1," yes  were waiting on your take on the excellent performances by the gopdebate candidates and the horrendous ‚Ä"
1," i feel like whenever politicians are asked about the economy they respond with how they can make puppies and unicorns app‚Ä"
1,"fk  and those who would actually abandon their conservative values in support of his ridiculous candidacy
gopdebate"
0,"bottom line is that i will vote for any of the candidates last night over  gopdebate"
1,"all hail the supreme being ronald jesus reagan gopdebate"
3,"trump should do like obama and refuse to communicate with poxnews for saying anything he doesnt like  gopdebate"
-1,"that gopdebate last night was ridiculously biased against  the moderators were very unprofessional"
1," trump simply cant be harmed by his own impolitik statements its like trying to drown aquaman gopdebate donaldtrump"
1," never forget ted cruz never supported amnesty
gopdebate"
2," candidates  trump makes the gopdebate interesting for a change top  moments from thursdays debate "
1,"this gopdebate is keeping the spray tan industry alive and thriving bringingjobs"
0," rand paul went to fergusonand baltimore which riot shield were you holding bruh gopdebate"
1," there is nothing better than watching these clowns outjeebus each other nothing gopdebate"
0," focus group gives low marks to  saying he‚Äôd consider third party candidacy gopdebate"
1,"i want to rt all of  gopdebate tweets there is nothing better on this friday"
0," tell me this isnt  gopdebate "
-1," wait did huckabee just say something about the bs yaaaayyy loveshack gopdebate"
0,"‚Äú the unplanned parenthood foxnews gopdebate Äù"
0," cruz we need a commander in chief who makes clear that if you join isis you are signing your death warrant gopdebate"
-1," the ignorance stupidity bigotry amp misogyny on the fox hosted gopdebate last night was laughabledisgusting amp fright‚Ä"
-1," boy im not a hillary fan but damn we cant let any of these bozos become potusshe cant be worse than these guys gopde‚Ä"
1,"trump claimed last night that hes given most of his opponents money actually just one gopdebate "
-2," what scares me most about gopdebate  the people who break into storms of applause at misogyny amp crazy talk"
0,"wouldnt debates be interesting if the questions were just asked and whoever wanted to answer did true personalities would show gopdebate"
1," did you know that  graduated from stanford uofmaryland and mit i didnt but know now impressive ndlook ‚Ä"
-1," isis is not islam jfc republicans talk all this shit about a terrorist group while dehumanizing every who follows islam fu‚Ä"
0," cocaine so white its watching the gopdebate"
0," rubio says he wants border fence visa tracking system but voted against both to pass gang of eight bill Ä"
1,"trump supporters ‚ùÔè to attack other conservative followers ˇò
gopdebate"
0,"republicans are turning on fox news and it is awesome gopdebate"
3," there are grown ass adult women on the right who seem to enjoy being treated like incompetent children plannedparenthoo‚Ä"
0,"   it was indeed a good source of laughter and concern gopdebate omgop"
0," in pm gopdebate fox news asked a real softball of a question  words to describe hillary all seven answered with ‚Ä"
-3," conservatives drag their knocked up daughters for an abortion ampgo right back to protesting against pp the next ‚Ä"
1," trump calls everybody clowns and puppets because he believes correctly that he is at a childrens birthday party go‚Ä"
2,"the goal of foxnews last night was to take out trump and pave the way for a rino like bush or kasich gopdebate"
0," cruz we need a commander in chief who makes clear if you join isis then you are signing your death warrant gopdebate"
0," newsflash god is not real plan your government accordingly gopdebate"
0,"new game  person cant win players close eyes amp try to find them by saying marco amp waiting for the loser to reply rubio gopdebate"
0,"unreleased footage of randpaul at the gopdebate last night "
1," hillary clinton won the gopdebate"
2,"marco rubio debating like a champ partyofthefuture gopdebate"
4," donald trump is like sanjaya from american idol you know he wont win but youre curious to see how far he will go gopdeb‚Ä"
2,"carly fiorina is really impressive i hope she can get more press and gain some steam gopdebate"
0,"why did i have to be at a campground on the day of the first gopdebate"
0,"use fewer when you can count it less when you cant freshman comp  just saying‚Ä gopdebate whenpoliticiansspeak"
1,"only person  had a problem with is  trump has issues with women he doesnt respect women gopdebate msnbc cnn"
-1," on the fb post of last nights gopdebate all the comments seem to be attacking fox news for attacking trump ˇòÄˇòÄˇòÄ ht‚Ä"
1,"gopdebate marco rubio was asked after the debate q how would you create jobs a tax cuts  rich amp modify social security amp medicare  "
0," hope amp the american dream for women this means building the future they choose the gopdebate was all about taking a‚Ä"
1," half an hour into it donald trump has made it clear he hates women immigrants reporters and leaders gopdebate"
1," gopdebate mission statement tell more people that u love them u never know how much they might need it c brogan"
-2," gopdebate fact check  the lies misinformation amp spin

uniteblue 
enough gop hypocrisy Ä"
0,"boffo early ratings for gopdebate  of us households tuned in x the old record more  "
0," im officially calling prochoicers science deniers prolife gopdebate"
-1,"not a single question in last nights gopdebate about the most urgent issue of our time climate change"
2," have you used the families of the  victims enough times for your own benefit comeon tcot gopdebate fo‚Ä"
0," don‚Äôt care who your candidate is or what party you vote for this answer from  is on point
Ä"
-1," gopdebate questions biggest problem was they were filled with  opinion last night was not suppose to be about megynkelly ‚Ä"
1,"do you really think its a coincidence that so many fox news employees are defending megyn kelly right now orders tcot gopdebate"
-2," huckabee two drinks shy of a hate crime gopdebate"
0," somewhere hillary is laughing gopdebate"
0," says he wont be bought and sold but he will surrender to terrorists gopdebate tcot paulforterror"
-1," this prick can call the death of katesteinle a little thing but trump cant call someone a dog gopdebate pc Ä"
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
1,"preview of donald trump tonight at the gopdebate vine by  "
0," im expecting this guy to walk out any moment gopdebate "
-1,"  very accurate and very much the root of our problems and the gopdebate showed us just that serfdom"
0," the real story is the collapse of  in this gopdebate "
1,"gopdebate all the candidates be like  i did this that etc etc"
1," republicans watching the gopdebate be like "
0," police violence has been a major issue this past year in america they intentionally ignored black lives this gopdebate and w‚Ä"
0," our defense budget gopdebate "
0,"nothing wrong with tough qs if applied to all candidates something not done by    chriswallace gopdebate"
0,"the second mostretweeted presidential candidate tweet of the gopdebate "
0," how are yall going to use the th amp th amendments to defend fetuses when yall refuse to use it to defend living bl‚Ä"
3,"like honestly why does any one on that stage validate trump by talking about him or to him gopdebate"
0," every time i see foxnews focus group i think maybe dinosaurs deserve another chance gopdebate"
1,"id say bush and kasich came out of last nights debate quite well they seem more moderate compared to others gopdebate"
0,"disappointed in my result but certain i did better than     gopdebate "
0," this douchebag doesnt know how to talk to decent people bill clinton get your boy on a leash dumptrump gopdebate Ä"
0,"its fitting that today is internationalbeerday after how the gopdebate went last night"
4," defeating teachers we are better than this my dream is to see educators amp doctors honored amp respected more than spor‚Ä"
2," foxs lady viewers are pissed at megyn kelly doesnt megyn know that a good rw woman takes mens sexism with a smile amp s‚Ä"
0," the nra gives millions to lawmakers  their annual budget is m we must prevent them from making us gun laws go‚Ä"
0,"gopdebate   okay i just woke up  when does the debate start  guys"
0," when  talks we are such similar souls this is the  election all over amp a real conservative is the answer go‚Ä"
0," advice to gop candidates in order of how i think they finished rd place ben carson yourve been noticed flesh it out  ‚Ä"
0,"i love hearing all the trump chumps whining about the gopdebate moderators maybe they should worry more about his lack of cogent ideas"
1,"why is everyone giving  a hard time on gopdebate she did a great job asking tough questions we need that now more thanever"
0," this should be the last time  is referred to as a bottom tier candidate along with  carly‚Ä"
2,"when a candidate comes out and says the winner of the gopdebate was a member of the other party thats not good it just happened"
0," immigration save trump for the end no one can follow gg allin shitting onto the stage guys gopdebate"
1," last nights gopdebate what topics merited attention and which were ignored goptbt "
1," donald trumps most outrageous lines from the gopdebate tonight  by  Ä"
1," didnt like  pressing question  resorts to calling her a bimbo  gopdebate noclass "
-2,"i actually exclaimed out loud megyn kelly your extensions are not fooling anyone and they dont look natural gopdebate fashion"
0,"
gopdebate wrapup     
    "
1,"now i know i was right about gopdebate if sally kohn agrees with her she was definitely out of line "
2," from what ive seen so far from this top ten debate carlyfiorina is winning this thing carly gopdebate wakeupamer‚Ä"
1,"from  gopdebate marks beginning of the end for trump  "
-1,"most depressing thing about gopdebate is that there will be no jon stewart on  to make us laugh through the tears jonvoyage"
-1," gop w gopdebate proved once again they are thestupidparty and hateful bigots    Ä"
-1," dearheart boyabouttown is never upset about ppls viewsno matter how misguided after gopdebate donaldtrump is a non issue"
0," am i the only one who noticed  admitting to not being a republican

it was a gopdebate not an idontknow‚Ä"
2," great job tonight you seemed like the only one up there with a soul gopdebate"
0," was a fan of yours until the msnbc i mean  sponsored gopdebate"
0,"leaders make taxpayers fund  even when its against their beliefs but trump cant call a person a disgusting animal gopdebate pc"
-1,"problem we need to stop gun crime
solution use guns as a deterrent gopdebate"
0," whos the real illegal alien gopdebate  farrakhan on immigration amp the mexican bor  "
0," oh thisll be good watch ten grown men channel god on live tv before they offer closing statements on screwing the poor 
gop‚Ä"
-1," not one word by  candidates about income inequality climate change citizens united or student debt gopdebate Ä"
-2,"  of the most important issues of our time climatechange not a single word from r candidates blathering abortion gopdeba‚Ä"
0,"in midst of gopdebate came big blow to  with announcement that leading jewish democrat sen schumer wont back irandeal"
-1," andandgod holy shit  just summed up the entire republican party gopdebate"
0," gopdebate my mothers mothers cousins brother was god"
0," how do you earn a jeb  gopdebate"
2,"did trump implode in foxdebate special new  gopdebate edition  mapoli nhpolitics mepolitics trump"
2,"support  u like tcot this is still america but pls vet so u know what ur getting  gopdebate foxnews iapolitics"
0,"internationalbeerday‚Äbecause the whole world needs a drink after that ohsoamerican gopdebate
ˇçˇáˇáˇçˇòúˇáˇáˇç"
1," biggest elephants in the room at last night gopdebate were fox panelists shoddy performance at best Ä"
-1," in states that closed background check loophole dv and police shooting deaths and gun suicides cut almost in half gop‚Ä"
1," analysis says  won the debate ‚Äîgt  imwithhuck gopdebate"
1," i am  amp have never been more proud of a political candidate ty  hope more americans will soon feel same cruzcr‚Ä"
0," did jeb get  no  softball qs last night gopd‚Ä"
1,"conservatives cant possibly support a candidate that donated to hillary everthis is asinine tcot ccot gopdebate rednationrising pjnet"
1,"i strongly suggest everyone to listen to dennis prager today  gopdebate"
1," icymi at gopdebate  calls out houston mayor annise parker over hero controversy "
0," immigration fact undocumented immigrants paid  billion in taxes in  gopdebate economy "
-1," yes please lets hear more about what women should do with their bodies from people who are not women gopdebate"
1,"lol  watching the gopdebate like "
-1," what a shocker megynkelly cant stop giggling at herself even at a damn presidential debate gopdebate"
-3," conservatives drag their knocked up daughters for an abortion ampgo right back to protesting against pp the next day gopdebate"
2,"what is love presenting d trump at the roxbury  donaldtrump gopdebate "
0," i wish to god one of the moderators would ask these dudes about the uga quarterback battle 
gopdebate"
0," on   says  helped himself the most in the gopdebate kasichs st answer of night include‚Ä"
0,"dumbmasses idiocracy gopdebate  "
1," it sure was huckabee delivered his message well  imwithhuck gopdebate th ccot tcot teaparty pjnet Ä"
2,"donald trump would be a bad president but an excellent pro wrestler finishing move the trump card gopdebate"
1," donald trump is the shooter mcgavin of politicians gopdebate"
-1,"the media seem to be leaving out the most disturbing comments trump made to megan kelly where he made a veiled threat to her
gopdebate"
1," id love to do a body shot out of marco rubios ears gopdebate"
1,"rush limbaugh to megyn kelly i know no democrat candidate would be treated the way megyn kelly treated trump foxnews gopdebate"
1,"frank luntz gopdebate great news for ted cruz  "
1," fox news must be taking marching orders from rnc by their treatment of cruz and trump and carson gopdebate"
-1,"on the fb post of last nights gopdebate all the comments seem to be attacking fox news for attacking trump ˇòÄˇòÄˇòÄ "
-1," my native american friends get a kick out of white folks complaining about illegals gopdebate"
2," trump wants to treat mexicans like the white walkers gopdebate"
-1," they can argue about hillary for hr but can‚Äôt even talk about police brutality for a full minute gopdebate"
0," carson i don‚Äôt see color i just see brains 

gopdebate "
0," this was not at all talked about at the gopdebate "
-1," bottom line

fox news lost the debate

all the candidates have more integrity 

gopdebate  ˇáˇá"
0," named  has one of his ‚Äúwinners‚Äù of gopdebate ‚Äîgt  imwithhuck"
3," macgopdebate kinda like prom night lots of anticipation some fun moments but nothing lasting glad i watched but un‚Ä"
-1," gopdebate foxdebate donaldtrump megynkelly 
to start debate with a loaded sexist question was unfair amp disgusting Ä"
0,"watching everyone complain about the gopdebate last night makes me glad i watched criticalrole instead critters nocontest"
-2," you mean before you crash and burned youre despicable never watch your show again ever gopdebate Ä"
0,"have a gopdebate hangover today  so much consumedbrain fried"
1," so would you consider trump part of the patriarchy serious question gopdebate"
-1," gopdebate reveals  candidates‚Äôs terrifying fantasies about abortion  tntvote ainf tlot p t‚Ä"
0," my favorite moment from last nights gopdebate "
2," fiorina didnt make a single mistake and made strong arguments with details to back them up excellent job gopdebate"
0," they missed an h in that its supposed to read whiner donald trump gopdebate"
0,"  and you just proved  point on bad journalists from the gopdebate cant even describe it right"
2,"i would say that trump appeared incompetent in the gopdebate but that wouldnt be very nice"
2," some politicians are so obsessed w protecting rights of fetuses but care nothing about rights of ppl who are alive strugglin‚Ä"
0,"i for one am shocked that the party whose audience booed an american soldier applauded a rallying cry to be meaner to people gopdebate"
0," talking all things gopdebate specifically the complete massacre that happened at the hands of carly fiorina lwc"
-1," it was not a debate it was just a heavily biased qampa  done thats it folks im confused lol 

gopdebate"
2,"retrospect i liked way  was respectfully listening to other candidates in gopdebate pictures very revealing"
1," ted cruz was the smartest most articulate man on stage at gopdebate  most presidential "
1,"  donald trump is starting to implode but i doubt that his supporters even notice gopdebate"
-3," yes and true of most religions women are unclean sexual distracters amp men are hapless victims religion gopdebate htt‚Ä"
0,"  haha dream on gopdebate"
1," asks good question on track record of proabortion position  answer obfuscation from tr‚Ä"
-1," congratulations to anyone who watched tonights gopdebate and will respond tomorrow by starting a punk rock band"
-1," ted cruz really looks like a ventriloquist dummy im not going to lie its freaking me out  gopdebate"
0,"clown show gopdebate "
1," gopdebate  practiced answers r not impressive when u look at what they practice ignore what they say its what theyve do‚Ä"
-1,"im is she saying she is regretting having the baby thats kind of how this reads gopdebate tcot prolife  "
0," heres why fox news wasnt streaming gopdebate last night  "
-1,"the gopdebate  for whatever ailes you"
1," our leaders are stupid our politicians are stupid well its a popular message even i liked it gopdebate"
1,"the first gop deuschbait day ends with no winners anywhere gopdebate"
